Year,StationID,Replicate,SampleDate,Matrix,Parameter,Field1,Qualifier,Result_Units,Result,MDL,RL,Class,latitude,longitude
2013,B13-9394,1,9/12/13,Sediment,Zinc,,,ug/g dw,46.17691154,0.61,2,METAL,34.16882,-119.54209
2013,B13-9395,1,8/20/13,Sediment,Zinc,,,ug/g dw,34.11927878,0.61,2,METAL,34.16897,-119.46088
2013,B13-9396,1,9/11/13,Sediment,Zinc,,,ug/g dw,109,0.25,0.25,METAL,34.17111,-119.87681
2013,B13-9397,1,8/20/13,Sediment,Zinc,,,ug/g dw,41.62936437,0.61,2,METAL,34.17863,-119.34714
2013,B13-9398,1,9/11/13,Sediment,Zinc,,,ug/g dw,72.50996016,0.61,2,METAL,34.17883,-119.61224
2013,B13-9399,1,9/10/13,Sediment,Zinc,,,ug/g dw,68.5,0.25,0.25,METAL,34.18247,-120.40711
2013,B13-9400,1,9/10/13,Sediment,Zinc,,,ug/g dw,110,0.25,0.25,METAL,34.18317,-120.35125
2013,B13-9403,1,9/12/13,Sediment,Zinc,,,ug/g dw,62.2,0.25,0.25,METAL,34.20654,-119.63271
2013,B13-9407,1,9/12/13,Sediment,Zinc,,,ug/g dw,46.4,0.25,0.25,METAL,34.21624,-119.60597
2013,B13-9409,1,8/20/13,Sediment,Zinc,,,ug/g dw,28.81355932,0.61,2,METAL,34.21826,-119.29503
2013,B13-9413,1,9/12/13,Sediment,Zinc,,,ug/g dw,45.9,0.25,0.25,METAL,34.22412,-119.60608
2013,B13-9414,1,9/11/13,Sediment,Zinc,,,ug/g dw,51,0.25,0.25,METAL,34.22494,-119.73197
2013,B13-9415,1,8/8/13,Sediment,Zinc,,,ug/g dw,59.2,0.25,0.25,METAL,34.227595,-119.69733
2013,B13-9416,1,9/12/13,Sediment,Zinc,,,ug/g dw,61.1,0.25,0.25,METAL,34.2303,-119.68726
2013,B13-9417,1,9/12/13,Sediment,Zinc,,,ug/g dw,46.2,0.25,0.25,METAL,34.23287,-119.70663
2013,B13-9421,1,8/20/13,Sediment,Zinc,,,ug/g dw,31.44827586,0.61,2,METAL,34.24456,-119.36997
2013,B13-9424,1,8/8/13,Sediment,Zinc,,,ug/g dw,81.30360206,0.61,2,METAL,34.255139,-119.47622
2013,B13-9426,1,9/11/13,Sediment,Zinc,,,ug/g dw,97.7,0.25,0.25,METAL,34.2584,-119.81035
2013,B13-9427,1,9/10/13,Sediment,Zinc,,,ug/g dw,113,0.25,0.25,METAL,34.26,-120.28129
2013,B13-9428,1,9/11/13,Sediment,Zinc,,,ug/g dw,56.9,0.25,0.25,METAL,34.26088,-119.76726
2013,B13-9432,1,9/11/13,Sediment,Zinc,,,ug/g dw,77.7,0.25,0.25,METAL,34.27783,-119.71844
2013,B13-9433,1,8/8/13,Sediment,Zinc,,,ug/g dw,94.5,0.25,0.25,METAL,34.278504,-119.583248
2013,B13-9434,1,9/23/13,Sediment,Zinc,,,ug/g dw,30.33707865,0.61,2,METAL,34.28368,-119.35453
2013,B13-9435,1,9/9/13,Sediment,Zinc,,,ug/g dw,100,0.25,0.25,METAL,34.28444,-120.42379
2013,B13-9436,1,9/9/13,Sediment,Zinc,,,ug/g dw,108,0.25,0.25,METAL,34.28685,-120.45566
2013,B13-9440,1,9/12/13,Sediment,Zinc,,,ug/g dw,73.7,0.25,0.25,METAL,34.30786,-119.71283
2013,B13-9443,1,9/9/13,Sediment,Zinc,,,ug/g dw,108,0.25,0.25,METAL,34.31423,-120.28184
2013,B13-9444,1,9/11/13,Sediment,Zinc,,,ug/g dw,88.5,0.25,0.25,METAL,34.31999,-119.75116
2013,B13-9447,1,9/8/13,Sediment,Zinc,,,ug/g dw,60.61452514,0.61,2,METAL,34.342649,-119.458127
2013,B13-9448,1,8/6/13,Sediment,Zinc,,,ug/g dw,63,0.25,0.25,METAL,34.343624,-119.773575
2013,B13-9449,1,9/23/13,Sediment,Zinc,,,ug/g dw,76.4,0.25,0.25,METAL,34.34406,-119.56253
2013,B13-9450,1,9/9/13,Sediment,Zinc,,,ug/g dw,90.5,0.25,0.25,METAL,34.34418,-120.36868
2013,B13-9454,1,8/6/13,Sediment,Zinc,,,ug/g dw,44.7,0.25,0.25,METAL,34.359438,-119.849732
2013,B13-9455,1,9/10/13,Sediment,Zinc,,,ug/g dw,76.8,0.25,0.25,METAL,34.36064,-119.89166
2013,B13-9456,1,8/7/13,Sediment,Zinc,,,ug/g dw,42.5,0.25,0.25,METAL,34.3609,-119.84946
2013,B13-9457,1,9/10/13,Sediment,Zinc,,,ug/g dw,111,0.25,0.25,METAL,34.36292,-120.0104
2013,B13-9458,1,8/8/13,Sediment,Zinc,,,ug/g dw,82.5,0.25,0.25,METAL,34.368282,-119.5402
2013,B13-9459,1,9/10/13,Sediment,Zinc,,,ug/g dw,112,0.25,0.25,METAL,34.36862,-120.11323
2013,B13-9464,1,9/9/13,Sediment,Zinc,,,ug/g dw,42.6,0.25,0.25,METAL,34.39477,-120.33174
2013,B13-9465,1,9/23/13,Sediment,Zinc,,,ug/g dw,56.4,0.25,0.25,METAL,34.39509,-119.85886
2013,B13-9466,1,8/6/13,Sediment,Zinc,,,ug/g dw,35.6,0.25,0.25,METAL,34.396139,-119.661999
2013,B13-9467,1,8/7/13,Sediment,Zinc,,,ug/g dw,29.5,0.25,0.25,METAL,34.398397,-119.864848
2013,B13-9468,1,8/7/13,Sediment,Zinc,,,ug/g dw,31.1,0.25,0.25,METAL,34.399686,-119.874932
2013,B13-9470,1,8/7/13,Sediment,Zinc,,,ug/g dw,22.7,0.25,0.25,METAL,34.400981,-119.832791
2013,B13-9474,1,9/23/13,Sediment,Zinc,,,ug/g dw,32.2,0.25,0.25,METAL,34.40678,-120.41695
2013,B13-9476,1,9/9/13,Sediment,Zinc,,,ug/g dw,64.1,0.25,0.25,METAL,34.41985,-120.2696
2013,B13-9481,1,9/23/13,Sediment,Zinc,,,ug/g dw,24.4,0.15,0.15,METAL,34.4428,-120.42785
2013,B13-9482,1,9/23/13,Sediment,Zinc,,,ug/g dw,16.4,0.25,0.25,METAL,34.44312,-120.28521
2013,B13-9484,1,9/23/13,Sediment,Zinc,,,ug/g dw,21.7,0.25,0.25,METAL,34.45856,-120.31686
2013,B13-9487,1,9/23/13,Sediment,Zinc,,,ug/g dw,21.1,0.25,0.25,METAL,34.46461,-120.17986
